sample,steps,parameters,fidelities,step_sizes
1,0,"[-0.47288604375150634, -0.0021519681563846316, -0.051403987187186084, 0.9345084986249588, -0.3625224733095098, -0.7942815046170326, -0.8086537203065185, -0.97805837836323, 0.3325000887293803, -0.8158774694343862, -0.8291086928154783, 0.24322611002770933, 0.28055610497595995, 0.5124153408626939, 0.3638100140073277, 0.40381671689938403, -0.205423616208662, 0.49550744790629486, -0.7901251101547588, -0.23425187451463625, 0.1350372988865962, -0.8877691867532063, 0.6811695499727703, -0.3025432394957617, -0.8754670781044753, 0.4670395453492584, -0.9564025972120664, -0.7786137036707521, 0.8419600971629952, 0.8486331936722711, -0.9066156576742721, 0.0011048667344892849, 0.8359501219519905, 0.8661705157406856, 0.6496451228494291, 0.34035351487912013]",0.37233221530914307,0.0
1,1,"[-0.5728787, 0.09783426, 0.048529778, 1.0345025, -0.46251574, -0.8942783, -0.908648, -1.0776774, 0.43246987, -0.9158271, -0.92910594, 0.3432212, 0.38054898, 0.61239934, 0.26381364, 0.50381273, -0.30541515, 0.5955027, -0.89012134, -0.3342412, 0.23501357, -0.9877663, 0.58118254, -0.20256896, -0.7755284, 0.3670494, -1.0563995, -0.87861097, 0.94195795, 0.9486298, -1.006589, 0.10109888, 0.73596764, 0.96616787, 0.74964094, 0.4402383]",0.37233221530914307,0.0
1,2,"[-0.60226023, 0.057800062, -0.03759409, 1.078551, -0.5747719, -1.003259, -1.0196682, -0.9788735, 0.3547408, -1.0400071, -1.0532806, 0.44460183, 0.5151088, 0.58249927, 0.13188866, 0.6137442, -0.2903409, 0.6405142, -1.0104861, -0.36761838, 0.33105397, -1.1180122, 0.44709432, -0.07555874, -0.6515446, 0.2394439, -1.1886795, -0.9997849, 1.0710727, 1.0514843, -0.92612153, 0.18338239, 0.6014188, 1.0923357, 0.87520945, 0.36196196]",0.49204540252685547,0.0
1,3,"[-0.5268304, -0.0438483, -0.057191744, 1.0633609, -0.61079454, -1.0843449, -1.0979795, -0.8513477, 0.23432589, -1.1464572, -1.1720333, 0.50449693, 0.65041023, 0.48553795, 0.028207235, 0.62891644, -0.20178306, 0.5831257, -1.0917844, -0.32617658, 0.26667255, -1.2625388, 0.42562193, 0.055493727, -0.5040089, 0.21147555, -1.3234577, -1.1192348, 1.1948475, 1.0712013, -0.80680233, 0.1862015, 0.5590005, 1.2076375, 0.9718089, 0.3883881]",0.5466423630714417,0.0
1,4,"[-0.40743414, -0.17792556, 0.020608895, 1.0095856, -0.55693984, -1.1148677, -1.1081177, -0.72787565, 0.08693388, -1.0909258, -1.2469407, 0.5576777, 0.74848795, 0.35673362, -0.01711519, 0.5700661, -0.080650404, 0.47621158, -1.0927483, -0.26148733, 0.1520448, -1.4012921, 0.48976788, 0.07517292, -0.4542373, 0.24729402, -1.4181125, -1.2169665, 1.2744882, 1.0255277, -0.6708392, 0.15631719, 0.6138806, 1.271168, 1.0151678, 0.48514572]",0.5750216245651245,0.0
1,5,"[-0.26531225, -0.32479987, 0.13003698, 0.92831475, -0.4634012, -1.0985451, -1.0672113, -0.63717604, -0.07729846, -0.9831839, -1.2725145, 0.6275477, 0.8297034, 0.2209643, -0.02906934, 0.4734032, 0.0471967, 0.34164348, -1.0355217, -0.21647549, 0.010124803, -1.507605, 0.58554035, 0.027541816, -0.4708963, 0.29954535, -1.443326, -1.2658728, 1.2929512, 0.9381727, -0.5261139, 0.1338461, 0.68664813, 1.273687, 1.0187842, 0.6137823]",0.6399840116500854,0.0
1,6,"[-0.12620044, -0.42699486, 0.19604525, 0.8316672, -0.3724539, -1.0574285, -1.0021574, -0.5646725, -0.24147189, -0.850601, -1.2658423, 0.7056751, 0.92344946, 0.117540926, -0.049906842, 0.36736012, 0.1496748, 0.19475707, -0.9450195, -0.20783982, -0.13923135, -1.5689249, 0.66437995, -0.03898838, -0.41968092, 0.33442986, -1.4126462, -1.2671952, 1.2648406, 0.8295102, -0.38170034, 0.1489137, 0.6788212, 1.2334386, 1.0033082, 0.74002504]",0.6999408602714539,0.0
1,7,"[-0.027668789, -0.4404524, 0.1775778, 0.7339767, -0.33678475, -1.0182996, -0.94841594, -0.48413193, -0.37860543, -0.72777516, -1.248134, 0.7640754, 1.0342777, 0.062844604, -0.107372165, 0.2822277, 0.2232989, 0.052348003, -0.84290254, -0.20444441, -0.26771587, -1.6049603, 0.6879944, -0.08161192, -0.31135988, 0.35441744, -1.3497316, -1.2496765, 1.2171105, 0.7279729, -0.24894789, 0.191263, 0.60382324, 1.1783085, 0.9869144, 0.8222919]",0.717079758644104,0.0
1,8,"[0.011843897, -0.39470014, 0.11333457, 0.65021425, -0.3613255, -1.0002218, -0.9268325, -0.39157304, -0.47024256, -0.6548054, -1.2398444, 0.7887716, 1.14851, 0.03618247, -0.20168367, 0.22669473, 0.29069212, -0.07240917, -0.7500975, -0.17491964, -0.35612354, -1.6397293, 0.66052836, -0.09161702, -0.17529313, 0.36846408, -1.2759082, -1.2431743, 1.1781319, 0.662958, -0.12847623, 0.23933679, 0.4966787, 1.1354403, 0.98421067, 0.8573826]",0.7149132490158081,0.0
1,9,"[0.0020782724, -0.3189191, 0.038930796, 0.59019285, -0.4267878, -1.0052917, -0.92827106, -0.2983648, -0.5194032, -0.6367738, -1.2565544, 0.78359663, 1.2511483, 0.014682528, -0.32317543, 0.18879105, 0.37092173, -0.17785019, -0.68270445, -0.12178531, -0.40215108, -1.6843767, 0.5980645, -0.09286946, -0.042582378, 0.3728559, -1.2096674, -1.261416, 1.1651587, 0.63856363, -0.01498314, 0.27755114, 0.3827621, 1.1193681, 1.0041116, 0.8600486]",0.7177093029022217,0.0
1,10,"[-0.039339796, -0.2355986, -0.008039203, 0.5525037, -0.5153579, -1.0229547, -0.92418176, -0.22721186, -0.539484, -0.65269506, -1.3000356, 0.7563726, 1.3279275, -0.016133178, -0.4607817, 0.15114018, 0.467485, -0.26978725, -0.64568156, -0.065433204, -0.41397986, -1.7345034, 0.5155202, -0.11793114, 0.05081691, 0.35650334, -1.1586063, -1.2973698, 1.175923, 0.63661444, 0.093347244, 0.299164, 0.2843077, 1.1266292, 1.0441082, 0.84047115]",0.7312372326850891,0.0
